Entity_1,Representative_1,Members_1,Countries_1,Ship_To_1,Entity_2,Representative_2,Members_2,Countries_2,Ship_To_2,Confidence,Combined_Name_Length,Ratio,Partial_Ratio,Token_Sort,Token_Set,Total_Ship_To
E000919,ANA GLOBAL,ANA GLOBAL,United States Of America,4,E008898,GLOBAL,GLOBAL,Italy,1,Medium,16,75.0,100.0,75.0,100.0,5
E001011,JOY GLOBAL,JOY GLOBAL,United States Of America,4,E008898,GLOBAL,GLOBAL,Italy,1,Medium,16,75.0,100.0,75.0,100.0,5
E001399,KVARNSTRANDS,KVARNSTRANDS,Sweden,3,E002856,KVARNSTRANDS VERKTYG,KVARNSTRANDS VERKTYG,Sweden,2,Medium,32,75.0,100.0,75.0,100.0,5
E001551,ROERO MECCANICA,ROERO MECCANICA,Italy,3,E003009,MECCANICA,MECCANICA,Italy,2,Medium,24,75.0,100.0,75.0,100.0,5
E000080,NICHIBEI,Nichibei | NICHIBEI,Japan,4,E013166,NICHIBEI CHUBU,Nichibei Chubu,Japan,1,Medium,22,72.7,100.0,72.7,100.0,5
E001026,LUNDBERGS PRESSGJUTERI,LUNDBERGS PRESSGJUTERI,Sweden,4,E011526,PRESSGJUTERI,LP PRESSGJUTERI,Sweden,1,Medium,34,70.6,100.0,70.6,100.0,5
E001108,TATE GLOBAL,TATE GLOBAL CORPORATION,United States Of America,4,E008898,GLOBAL,GLOBAL,Italy,1,Medium,17,70.6,100.0,70.6,100.0,5
E000188,T T TOMORROW TECHNOLOGY,T T TOMORROW TECHNOLOGY | T.T. TOMORROW TECHNOLOGY SPA,,3,E003862,TT TOMORROW TECHNOLOGY,TT TOMORROW TECHNOLOGY SPA,Italy,2,Medium,45,97.8,97.7,84.4,97.7,5
E000958,DEPENDABLE STAMPING,Dependable Stamping Company,United States Of America,4,E007148,DEPNDABLE STAMPING,DEPNDABLE STAMPING,,1,Medium,37,97.3,94.4,97.3,97.3,5
E001516,PRECISION GRIDING,PRECISION GRIDING,United States Of America,3,E000436,PRECISION GRINDING,PRECISION GRINDING | Precision Grinding,United States Of America,2,Medium,35,97.1,94.1,97.1,97.1,5
E001137,AB METAL CASTERS,AB METAL CASTERS,United States Of America,3,E001708,A B METAL CASTERS,A.B. METAL CASTERS,United States Of America,2,Medium,33,97.0,96.8,97.0,97.0,5
E001371,ISHIKAWA KOSAN,ISHIKAWA KOSAN,Japan,3,E002777,ISHIKAWA KOUSAN,Ishikawa Kousan,,2,Medium,29,96.6,92.9,96.6,96.6,5
E000914,AI INDUSTRIES,AI INDUSTRIES,United States Of America,4,E004893,ARI INDUSTRIES,ARI INDUSTRIES,United States Of America,1,Medium,27,96.3,96.0,96.3,96.3,5
E001172,BB AND H TOOL,BB and H Tool Company,United States Of America,3,E000230,B B AND H TOOL,B B AND H TOOL | B B AND H Tool Company,United States Of America,2,Medium,27,96.3,96.0,96.3,96.0,5
E000979,GRAHAM MACHINELES AND SERVICES,GRAHAM MACHINELES AND SERVICES,Canada,4,E008987,GRAHAM MACHINE SALES AND SERVICES,GRAHAM MACHINE SALES AND SERVICES INC,Canada,1,Medium,63,95.2,90.0,95.2,95.2,5
E001295,FLEX MASTER,FLEX MASTER,United States Of America,3,E002449,FLEXMASTER,FLEXMASTER,Canada,2,Medium,21,95.2,90.0,95.2,95.2,5
E000449,QUALITY METAL PRODUCTS,QUALITY METAL PRODUCTS | Quality Metal Products,United States Of America,2,E000450,QUALITY PRODUCTS,QUALITY PRODUCTS | Quality Products,United States Of America,2,Medium,38,84.2,81.5,84.2,100.0,4
E001366,INTEGRATED SOLUTIONS,INTEGRATED SOLUTIONS,United States Of America,3,E010160,INTEGRATED MEDICAL SOLUTIONS,INTEGRATED MEDICAL SOLUTIONS,United States Of America,1,Medium,48,83.3,71.0,83.3,100.0,4
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E002568,GOMISA INDUSTRIAL SUPPLY,GOMISA INDUSTRIAL SUPPLY,France,2,Medium,41,82.9,100.0,82.9,100.0,4
E001768,MACHINING,AG Machining Inc,United States Of America,2,E002195,CRI MACHINING,CRI MACHINING,United States Of America,2,Medium,22,81.8,100.0,81.8,100.0,4
E001844,ANSELMI C,ANSELMI & C. SRL,,2,E001845,ANSELMI AND C,ANSELMI AND C SRL,Italy,2,Medium,22,81.8,94.1,81.8,100.0,4
E012193,METAL CUTTING TECHNOLOGIES,METAL CUTTING TECHNOLOGIES,Australia,1,E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,Medium,44,81.8,83.9,81.8,100.0,4
E014614,RENEWED METAL TECHNOLOGIES,RENEWED METAL TECHNOLOGIES,Australia,1,E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,Medium,44,81.8,100.0,81.8,100.0,4
E001594,SOC BIBLICA,SOC BIBLICA,Brazil,3,E015680,SOC BIBLICA CECI,SOC BIBLICA CECI,Brazil,1,Medium,27,81.5,100.0,81.5,100.0,4
E000304,FAIRBANKS MORSE,FAIRBANKS MORSE | Fairbanks Morse,United States Of America,2,E000305,FAIRBANKS MORSE ENGINE,FAIRBANKS MORSE ENGINE | Fairbanks Morse Engine,United States Of America,2,Medium,37,81.1,100.0,81.1,100.0,4
E001150,AMERICAN PRODUCTS,AMERICAN PRODUCTS,United States Of America,3,E004640,AMERICAN ELECTRO PRODUCTS,AMERICAN ELECTRO PRODUCTS,United States Of America,1,Medium,42,81.0,71.4,81.0,100.0,4
E000136,GENERAL MACHINE PRODUCTS,GENERAL MACHINE PRODUCTS | General Machine Products,United States Of America,3,E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,Medium,40,80.0,100.0,80.0,100.0,4
E001561,S AND J TUBE,S AND J TUBE,United States Of America,3,E014985,S J TUBE,S & J TUBE,,1,Medium,20,80.0,93.3,80.0,100.0,4
E002035,C E B,C E B,France,2,E002036,C E C,C E C,Italy,2,Medium,10,80.0,88.9,80.0,100.0,4
E002055,CANADIAN AUTOMATION AND TOOL INTERNATIONAL,CANADIAN AUTOMATION AND TOOL INTERNATIONAL,Canada,2,E002210,CANADIAN AUTOMATION AND TOOL,Canadian Automation AND Tool,Canada,2,Medium,70,80.0,100.0,80.0,100.0,4
E004650,AMERICAN METAL TECHNOLOGIES,AMERICAN METAL TECHNOLOGIES,United States Of America,1,E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,Medium,45,80.0,100.0,80.0,100.0,4
E003994,WOODSTOCK PRECISION MACHINING,WOODSTOCK PRECISION MACHINING,Canada,2,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,48,79.2,100.0,79.2,100.0,4
E002547,GEORGINO INDUSTRIAL SUPPLY,GEORGINO INDUSTRIAL SUPPLY,United States Of America,2,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,43,79.1,100.0,79.1,100.0,4
E000107,AUTOMATION TOOL AND DIE,AUTOMATION TOOL AND DIE | Automation Tool and Die Inc,United States Of America,3,E005109,AUTOMATION TOOL,AUTOMATION TOOL COMPANY,United States Of America,1,Medium,38,78.9,100.0,78.9,100.0,4
E001151,AMERICAN ROLLER BEARING,AMERICAN ROLLER BEARING,United States Of America,3,E004659,AMERICAN ROLLER,AMERICAN ROLLER COMPANY,United States Of America,1,Medium,38,78.9,100.0,78.9,100.0,4
E000241,BESI MACHINING,BESI MACHINING | Besi Machining,United States Of America,2,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,23,78.3,100.0,78.3,100.0,4
E003010,MECCANICA KEMA,MECCANICA KEMA,Italy,2,E003009,MECCANICA,MECCANICA,Italy,2,Medium,23,78.3,100.0,78.3,100.0,4
E012196,METAL FINISHING TECHNOLOGIES,METAL FINISHING TECHNOLOGIES,United States Of America,1,E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,Medium,46,78.3,83.9,78.3,100.0,4
E001641,TOOLING CONCEPTS,TOOLING CONCEPTS,United States Of America,3,E004320,ADVANCED TOOLING CONCEPTS,ADVANCED TOOLING CONCEPTS,United States Of America,1,Medium,41,78.0,100.0,78.0,100.0,4
E004638,AMERICAN APPLIANCE PRODUCTS,AMERICAN APPLIANCE PRODUCTS,United States Of America,1,E001150,AMERICAN PRODUCTS,AMERICAN PRODUCTS,United States Of America,3,Medium,44,77.3,77.4,77.3,100.0,4
E002493,FS GROUP,FS GROUP,United States Of America,2,E002590,GROUP,GROUP,United States Of America,2,Medium,13,76.9,100.0,76.9,100.0,4
E002590,GROUP,GROUP,United States Of America,2,E002901,LK GROUP,LK GROUP,China,2,Medium,13,76.9,100.0,76.9,100.0,4
E002590,GROUP,GROUP,United States Of America,2,E003568,SH GROUP,SH GROUP,China,2,Medium,13,76.9,100.0,76.9,100.0,4
E006438,CLEARFIELD METAL TECHNOLOGIES,CLEARFIELD METAL TECHNOLOGIES,United States Of America,1,E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,Medium,47,76.6,100.0,76.6,100.0,4
E001271,EFFICIENT MACHINE PRODUCTS,EFFICIENT MACHINE PRODUCTS,United States Of America,3,E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,Medium,42,76.2,100.0,76.2,100.0,4
E001382,JOHNS MANVILLE,JOHNS MANVILLE,United States Of America,3,E010611,JOHNS MANVILLE EDI ONLY,JOHNS MANVILLE EDI ONLY,United States Of America,1,Medium,37,75.7,100.0,75.7,100.0,4
E001167,BACKER EHP,BACKER EHP,Sweden,3,E005256,BACKER,BACKER,United States Of America,1,Medium,16,75.0,100.0,75.0,100.0,4
E000486,SOFLO MACHINING,SOFLO MACHINING | Soflo Machining,United States Of America,2,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,24,75.0,100.0,75.0,100.0,4
E001416,LSI SUPPLY,LSI SUPPLY,Canada,3,E011539,LSI SUPPLY LONDON,LSI SUPPLY INC LONDON,Canada,1,Medium,27,74.1,100.0,74.1,100.0,4
E000203,VENTURI,VENTURI | VENTURI GMBH,Argentina | Germany,3,E017376,VENTURI HNOS,VENTURI HNOS,Argentina,1,Medium,19,73.7,100.0,73.7,100.0,4
E001674,WALL CONTROL,WALL CONTROL,United States Of America,3,E006677,CONTROL,CONTROL,Germany,1,Medium,19,73.7,100.0,73.7,100.0,4
E001590,SKIS ROSSIGNOL,SKIS ROSSIGNOL,France,3,E015619,SKIS ROSSIGNOL DE ESPANA,SKIS ROSSIGNOL DE ESPAÑA,Spain,1,Medium,38,73.7,100.0,73.7,100.0,4
E001501,PACIFIC SUPPLY,PACIFIC SUPPLY,United States Of America,3,E013491,PACIFIC PETROLEUM SUPPLY,PACIFIC PETROLEUM SUPPLY,United States Of America,1,Medium,38,73.7,78.3,73.7,100.0,4
E001221,CHRISTENSEN,CHRISTENSEN INC,United States Of America,3,E006359,CHRISTENSEN SEATTLE,CHRISTENSEN INC SEATTLE,United States Of America,1,Medium,30,73.3,100.0,73.3,100.0,4
E001558,ROYAL CHEMICAL,ROYAL CHEMICAL,United States Of America,3,E006897,CHEMICAL,Chemical Corporation,Wales,1,Medium,22,72.7,100.0,72.7,100.0,4
E000295,EMCIEN MACHINING,Emcien Machining | Emcien Machining Inc,United States Of America,2,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,25,72.0,100.0,72.0,100.0,4
E001416,LSI SUPPLY,LSI SUPPLY,Canada,3,E011537,LSI SUPPLY CHATHAM,LSI SUPPLY INC CHATHAM,Canada,1,Medium,28,71.4,100.0,71.4,100.0,4
E001533,R S HUGHES,R S HUGHES,United States Of America,3,E014430,R S HUGHES INTEGER,R S HUGHES INTEGER,United States Of America,1,Medium,28,71.4,100.0,71.4,100.0,4
E001484,NUOVA,NUOVA,Italy,3,E013129,NUOVA TCM,NUOVA TCM SRL,Italy,1,Medium,14,71.4,100.0,71.4,100.0,4
E002564,GMH GROUP,GMH GROUP,Germany,2,E002590,GROUP,GROUP,United States Of America,2,Medium,14,71.4,100.0,71.4,100.0,4
E003599,SIGMA,SIGMA,United States Of America,2,E003614,SIX SIGMA,SIX SIGMA,United States Of America,2,Medium,14,71.4,100.0,71.4,100.0,4
E011540,LSI SUPPLY WINDSOR,LSI SUPPLY INC WINDSOR,Canada,1,E001416,LSI SUPPLY,LSI SUPPLY,Canada,3,Medium,28,71.4,100.0,71.4,100.0,4
E001552,ROLF MULLER,ROLF MULLER,Germany,3,E012639,MULLER,MULLER,Germany,1,Medium,17,70.6,100.0,70.6,100.0,4
E006016,CAP PRODUCTS OF CANADA,CAP PRODUCTS OF CANADA LIMITED,Canada,1,E001204,CAP PRODUCTS,CAP PRODUCTS,Canada,3,Medium,34,70.6,100.0,70.6,100.0,4
E001805,ALLIANCE INDUSTRIES REMANUFACTURING,ALLIANCE INDUSTRIES REMANUFACTURING,United States Of America,2,E001804,ALLIANCE INDUSTRIES,ALLIANCE INDUSTRIES,United States Of America,2,Medium,54,70.4,100.0,70.4,100.0,4
E001479,NORDSON,NORDSON,United States Of America,3,E013023,NORDSON XALOY,NORDSON XALOY,United States Of America,1,Medium,20,70.0,100.0,70.0,100.0,4
E001251,DANIELI,DANIELI,Italy,3,E007015,DANIELI GROUP,DANIELI GROUP,,1,Medium,20,70.0,100.0,70.0,100.0,4
E003352,PRECISION WIRE PRODUCTS,PRECISION WIRE PRODUCTS,United States Of America,2,E003353,PRECSION WIRE PRODUCTS,PRECSION WIRE PRODUCTS,United States Of America,2,Medium,45,97.8,95.5,97.8,97.8,4
E001217,CHARTER MANUFACTURING,CHARTER MANUFACTURING,United States Of America,3,E006083,CARTER MANUFACTURING,CARTER MANUFACTURING,United States Of America,1,Medium,41,97.6,97.4,97.6,97.6,4
E001452,MILLENIUM MACHINERY,MILLENIUM MACHINERY,United States Of America,3,E012394,MILLENNIUM MACHINERY,MILLENNIUM MACHINERY,United States Of America,1,Medium,39,97.4,94.7,97.4,97.4,4
E002020,BURKET CONTROMATIC,BURKET CONTROMATIC,United States Of America,2,E002031,BURKERT CONTROMATIC,Burkert Contromatic Corp,United States Of America,2,Medium,37,97.3,94.4,97.3,97.3,4
E000546,VICTOR INSULATOR,VICTOR INSULATOR INC | Victor Insulator Inc,United States Of America,2,E000547,VICTOR INSULATORS,VICTOR INSULATORS | Victor Insulators Inc,United States Of America,2,Medium,33,97.0,100.0,97.0,97.0,4
E001446,METALMECCANICA,METALMECCANICA,Italy,3,E012234,METALMECANICA,METALMECANICA,Argentina,1,Medium,27,96.3,92.3,96.3,96.3,4
E001586,SIEPMANNWERKE,SIEPMANNWERKE,Germany,3,E015531,SIEPMANN WERKE,SIEPMANN-WERKE,,1,Medium,27,96.3,92.3,96.3,96.3,4
E001385,JP INDUSTRIE,JP INDUSTRIE,France,3,E010359,J2P INDUSTRIE,J2P INDUSTRIE,France,1,Medium,25,96.0,95.7,96.0,96.0,4
E002638,HARRISON MANUFACTURING,HARRISON MANUFACTURING,United States Of America,2,E002705,HARRIS MANUFACTURING,Harris Manufacturing,United States Of America,2,Medium,42,95.2,90.0,95.2,95.2,4
E000230,B B AND H TOOL,B B AND H TOOL | B B AND H Tool Company,United States Of America,2,E005235,B AND B TOOL,B AND B TOOL,United States Of America,1,Medium,26,84.6,91.7,92.3,100.0,3
E000472,SAW SERVICE,SAW SERVICE | Saw Service,United States Of America,2,E004208,ACE SAW SERVICE,ACE SAW SERVICE,United States Of America,1,Medium,26,84.6,100.0,84.6,100.0,3
E003751,SWANSON MANUFACTURING SERVICES,Swanson Manufacturing Services,United States Of America,2,E011810,MANUFACTURING SERVICES,MANUFACTURING SERVICES,United States Of America,1,Medium,52,84.6,100.0,84.6,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E007049,DAVIES PRECISION MACHINING,DAVIES PRECISION MACHINING,United States Of America,1,Medium,45,84.4,100.0,84.4,100.0,3
E000430,PHOENIX STAMPING GROUP,PHOENIX STAMPING GROUP | Phoenix Stamping Group LLC,United States Of America,2,E013769,PHOENIX STAMPING,PHOENIX STAMPING,United States Of America,1,Medium,38,84.2,100.0,84.2,100.0,3
E000450,QUALITY PRODUCTS,QUALITY PRODUCTS | Quality Products,United States Of America,2,E010765,KADEE QUALITY PRODUCTS,KADEE QUALITY PRODUCTS,United States Of America,1,Medium,38,84.2,100.0,84.2,100.0,3
E000526,TRICO MACHINE PRODUCTS,TRICO MACHINE PRODUCTS | Trico Machine Products,United States Of America,2,E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,Medium,38,84.2,100.0,84.2,100.0,3
E011997,MC MIETH MANUFACTURING,MC MIETH MANUFACTURING,United States Of America,1,E002988,MC MANUFACTURING,MC MANUFACTURING,Canada,2,Medium,38,84.2,93.3,84.2,100.0,3
E000364,LINCOLN MANUFACTURING,LINCOLN MANUFACTURING | Lincoln Manufacturing Inc,United States Of America,2,E011643,LINCOLN MANUFACTURING OF OHIO,Lincoln Manufacturing of Ohio,United States Of America,1,Medium,50,84.0,100.0,84.0,100.0,3
E003406,RAMBALDINI GINO AND C,RAMBALDINI GINO AND C,Italy,2,E014470,RAMBALDINI GINO,RAMBALDINI GINO SRL,,1,Medium,36,83.3,100.0,83.3,100.0,3
E003799,TERMOANDES,TERMOANDES,Argentina,2,E016519,TERMOANDES S A,TERMOANDES S.A.,,1,Medium,24,83.3,100.0,83.3,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E010983,KNIGHT INDUSTRIAL SUPPLY,KNIGHT INDUSTRIAL SUPPLY INC,United States Of America,1,Medium,41,82.9,100.0,82.9,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E009998,IMPRESS PRECISION MACHINING,IMPRESS PRECISION MACHINING,United States Of America,1,Medium,46,82.6,100.0,82.6,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E015955,STEWART PRECISION MACHINING,STEWART PRECISION MACHINING INC,United States Of America,1,Medium,46,82.6,100.0,82.6,100.0,3
E002908,LONDON FLUID MANAGEMENT,LONDON FLUID MANAGEMENT,Canada,2,E008405,FLUID MANAGEMENT,FLUID MANAGEMENT,United States Of America,1,Medium,39,82.1,100.0,82.1,100.0,3
E000510,THE AUTO BOLT,The Auto Bolt Co | The Auto Bolt Company,United States Of America,2,E005090,AUTO BOLT,AUTO BOLT,United States Of America,1,Medium,22,81.8,100.0,81.8,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E004165,ABS MACHINING,ABS MACHINING,Canada,1,Medium,22,81.8,100.0,81.8,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E007950,ERM MACHINING,ERM MACHINING,United States Of America,1,Medium,22,81.8,100.0,81.8,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E010351,J W MACHINING,J W MACHINING,United States Of America,1,Medium,22,81.8,100.0,81.8,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E012026,MCS MACHINING,MCS MACHINING,United States Of America,1,Medium,22,81.8,100.0,81.8,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E013107,NTA MACHINING,NTA MACHINING,Malaysia,1,Medium,22,81.8,100.0,81.8,100.0,3
E003006,MECANIQUE,MECANIQUE,France,2,E012069,MECANIQUE CNC,MECANIQUE CNC,Canada,1,Medium,22,81.8,100.0,81.8,100.0,3
E008670,G P MECCANICA,G P MECCANICA,Italy,1,E003009,MECCANICA,MECCANICA,Italy,2,Medium,22,81.8,100.0,81.8,100.0,3
E014232,PTI MACHINING,PTI Machining Inc,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,22,81.8,100.0,81.8,100.0,3
E016694,TNT MACHINING,TNT MACHINING,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,22,81.8,100.0,81.8,100.0,3
E003294,PETROLIANCE,PETROLIANCE,United States Of America,2,E013733,PETROLIANCE APEX,PETROLIANCE APEX,United States Of America,1,Medium,27,81.5,100.0,81.5,100.0,3
E003661,SPECIALTEMPRA,SPECIALTEMPRA,Italy,2,E015795,SPECIALTEMPRA S N C,SPECIALTEMPRA S.N.C.,,1,Medium,32,81.2,100.0,81.2,100.0,3
E000490,SPECIALTY MACHINE,SPECIALTY MACHINE | Specialty Machine,United States Of America,2,E012672,MACHINE SPECIALTY MACHINE,Machine Specialty Machine,United States Of America,1,Medium,42,81.0,100.0,81.0,100.0,3
E005413,BELVIEW INDUSTRIAL SUPPLY,BELVIEW INDUSTRIAL SUPPLY,United States Of America,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,42,81.0,100.0,81.0,100.0,3
E005944,CALIBER INDUSTRIAL SUPPLY,CALIBER INDUSTRIAL SUPPLY CO,Canada,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,42,81.0,100.0,81.0,100.0,3
E006515,COLBURN INDUSTRIAL SUPPLY,COLBURN INDUSTRIAL SUPPLY,United States Of America,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,42,81.0,100.0,81.0,100.0,3
E007680,EL PASO INDUSTRIAL SUPPLY,EL PASO INDUSTRIAL SUPPLY,United States Of America,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,42,81.0,100.0,81.0,100.0,3
E010065,INDUSTRIAL TOOLING SUPPLY,INDUSTRIAL TOOLING SUPPLY,United States Of America,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,42,81.0,78.6,81.0,100.0,3
E001823,AMERICAN ENGINEERED PRODUCTS,AMERICAN ENGINEERED PRODUCTS,United States Of America,2,E007857,ENGINEERED PRODUCTS,ENGINEERED PRODUCTS,United States Of America,1,Medium,47,80.9,100.0,80.9,100.0,3
E004627,AMAPARTS PRECISION MACHINING,AMAPARTS PRECISION MACHINING,United States Of America,1,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,47,80.9,100.0,80.9,100.0,3
E006882,CAROLINE PRECISION MACHINING,Caroline Precision Machining,United States Of America,1,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,47,80.9,100.0,80.9,100.0,3
E014009,PRECISION MACHINING SERVICES,PRECISION MACHINING SERVICES,United States Of America,1,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,Medium,47,80.9,100.0,80.9,100.0,3
E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,E014039,PREM EXTRUSIONS,PREM EXTRUSIONS,India,1,Medium,25,80.0,100.0,80.0,100.0,3
E000436,PRECISION GRINDING,PRECISION GRINDING | Precision Grinding,United States Of America,2,E013718,PETERSON PRECISION GRINDING,PETERSON PRECISION GRINDING,United States Of America,1,Medium,45,80.0,100.0,80.0,100.0,3
E000450,QUALITY PRODUCTS,QUALITY PRODUCTS | Quality Products,United States Of America,2,E014412,QUALITY MACHINE PRODUCTS,Quality Machine Products,United States Of America,1,Medium,40,80.0,72.0,80.0,100.0,3
E001825,AMERICAN INTEGRATED MANUFACTURING,AMERICAN INTEGRATED MANUFACTURING,United States Of America,2,E004647,AMERICAN MANUFACTURING,AMERICAN MANUFACTURING,United States Of America,1,Medium,55,80.0,80.0,80.0,100.0,3
E003501,S T M,S T M,Italy,2,E016237,T T M,T T M,Italy,1,Medium,10,80.0,88.9,80.0,100.0,3
E003854,TRIMLINE,TRIMLINE,United States Of America,2,E017058,TRIMLINE DIE,Trimline Die Corporation,United States Of America,1,Medium,20,80.0,100.0,80.0,100.0,3
E009352,HARRIS MANUFACTURING SOLUTIONS,HARRIS MANUFACTURING SOLUTIONS,United States Of America,1,E002705,HARRIS MANUFACTURING,Harris Manufacturing,United States Of America,2,Medium,50,80.0,100.0,80.0,100.0,3
E000378,MATTHEWS LUBRICANTS,MATTHEWS LUBRICANTS | Matthews Lubricants,United States Of America,2,E011959,MATTHEWS LUBRICANTS CLK WAREH,MATTHEWS LUBRICANTS CLK WAREH,United States Of America,1,Medium,48,79.2,100.0,79.2,100.0,3
E002412,FAIRCHILD INDUSTRIAL PRODUCTS,FAIRCHILD INDUSTRIAL PRODUCTS,United States Of America,2,E010059,INDUSTRIAL PRODUCTS,INDUSTRIAL PRODUCTS CO LLC,United States Of America,1,Medium,48,79.2,100.0,79.2,100.0,3
E000524,TRANTECH RADIATOR PRODUCTS,TRANTECH RADIATOR PRODUCTS | TRANTECH RADIATOR PRODUCTS INC,United States Of America,2,E016840,TRANTECH RADIATOR,TRANTECH RADIATOR,United States Of America,1,Medium,43,79.1,100.0,79.1,100.0,3
E007443,DURAMILL INDUSTRIAL SUPPLY,DURAMILL INDUSTRIAL SUPPLY,Canada,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,43,79.1,100.0,79.1,100.0,3
E012841,NAVASOTA INDUSTRIAL SUPPLY,NAVASOTA INDUSTRIAL SUPPLY,United States Of America,1,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,43,79.1,100.0,79.1,100.0,3
E003216,OHIO TOOL WORKS,OHIO TOOL WORKS CORPORATION,United States Of America,2,E013245,OHIO TOOL WORKS ASHLAND,OHIO TOOL WORKS - ASHLAND,,1,Medium,38,78.9,100.0,78.9,100.0,3
E009220,H AND H MACHINE RAVENNA,H and H Machine Ravenna,United States Of America,1,E002608,H AND H MACHINE,H AND H MACHINE,United States Of America,2,Medium,38,78.9,100.0,78.9,100.0,3
E003294,PETROLIANCE,PETROLIANCE,United States Of America,2,E013734,PETROLIANCE MIAMI,PETROLIANCE LLC MIAMI,United States Of America,1,Medium,28,78.6,100.0,78.6,100.0,3
E003972,WESTERN INDUSTRIAL MACHINING,WESTERN INDUSTRIAL MACHINING,United States Of America,2,E017676,WESTERN INDUSTRIAL,WESTERN INDUSTRIAL,United States Of America,1,Medium,46,78.3,100.0,78.3,100.0,3
E009142,GULF MACHINING,GULF MACHINING,United States Of America,1,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,23,78.3,100.0,78.3,100.0,3
E000461,ROLLTECH PRECISION METALS,ROLLTECH PRECISION METALS | Rolltech Precision Metals,United States Of America,2,E014011,PRECISION METALS,PRECISION METALS,United States Of America,1,Medium,41,78.0,100.0,78.0,100.0,3
E000501,SUPERIOR MACHINE,SUPERIOR MACHINE COMPANY | SUPERIOR MACHINE INC,United States Of America,2,E016064,SUPERIOR MACHINE AND TOOL,SUPERIOR MACHINE AND TOOL CO INC,,1,Medium,41,78.0,100.0,78.0,100.0,3
E002334,ELEMENT,ELEMENT,Germany,2,E007724,ELEMENT SIX,ELEMENT SIX,Ireland,1,Medium,18,77.8,100.0,77.8,100.0,3
E002917,LUBRICO PTE,LUBRICO PTE,Singapore,2,E011559,LUBRICO,LUBRICO,,1,Medium,18,77.8,100.0,77.8,100.0,3
E009212,H AND R SCREW MACHINE,H AND R SCREW MACHINE,United States Of America,1,E002608,H AND H MACHINE,H AND H MACHINE,United States Of America,2,Medium,36,77.8,69.6,72.2,100.0,3
