Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
MAJOR MACHINE,1,1,United States Of America,MAJOR MACHINE,False
MAKE WIN DEVELOPMENT,1,1,Thailand,MAKE WIN DEVELOPMENT,False
MAKINA TAKIM END.AS. KISIKLI MAH.ALEMDAG CAD.MASAL,1,1,,MAKINA TAKIM END AS KISIKLI MAH ALEMDAG CAD MASAL,True
MAKO MILLWORK,1,1,United States Of America,MAKO MILLWORK,False
MAKOFER,1,2,Brazil,MAKOFER,False
MALAN ENGINEERING,1,1,Australia,MALAN ENGINEERING,False
MALATA VACUUM METAL HEAT TREATMENT,1,2,China,MALATA VACUUM METAL HEAT TREATMENT,False
MALAYSIAN DIECASTING,1,2,Malaysia,MALAYSIAN DIECASTING,False
MALCO PRODUCTS,1,1,United States Of America,MALCO PRODUCTS,False
MALLA TALUD CANTABRIA,1,2,Spain,MALLA TALUD CANTABRIA,False
MALMÖ STÅLTEKNIK,1,1,Sweden,MALMO STALTEKNIK,True
MALSA,1,1,Spain,MALSA,False
MALVERN TUBULAR COMPONENTS,1,2,United Kingdom,MALVERN TUBULAR COMPONENTS,False
MAN ENERGY,1,1,Germany,MAN ENERGY,False
MANCHESTER TANK AND EQUIPMENT,1,1,Australia,MANCHESTER TANK AND EQUIPMENT,False
MANCISIDOR,1,2,Spain,MANCISIDOR,False
MANCOMUNIDAD DE SAN MARCOS,1,1,Spain,MANCOMUNIDAD DE SAN MARCOS,False
MANCOR CANADA,1,2,Canada,MANCOR CANADA,False
MANDF,1,2,Brazil,MANDF,False
MANDG FIBRAS,1,1,Brazil,MANDG FIBRAS,False
MANDI MATERIALS,1,1,United Kingdom,MANDI MATERIALS,False
MANDJ ENGINEERING,1,2,United Kingdom,MANDJ ENGINEERING,False
MANDM MACHING,1,3,United States Of America,MANDM MACHING,False
MANDP HARTEREI,1,2,Germany,MANDP HARTEREI,False
MANDR MANUFACTURING,1,2,Malaysia,MANDR MANUFACTURING,False
MANDRINADO Y CONTROLSL,1,1,Spain,MANDRINADO Y CONTROLSL,False
MANDS CNC MACHINING,1,1,Australia,MANDS CNC MACHINING,False
MANDS PRECISION,1,2,United Kingdom,MANDS PRECISION,False
MANETTI ALFIERO DI MANETTI GUIDO E C SNC,1,2,Italy,MANETTI ALFIERO DI MANETTI GUIDO E C SNC,False
MANEX,1,2,Spain,MANEX,False
MANIPULACIONES PORTUARIAS GRUPAJES Y TRA,1,1,Spain,MANIPULACIONES PORTUARIAS GRUPAJES Y TRA,False
MANITOU EQUIPMENT AMERICA LLC,1,1,,MANITOU EQUIPMENT AMERICA,True
MANITOWOC TOOL AND MACHINING,1,4,United States Of America,MANITOWOC TOOL AND MACHINING,False
MANNHUMMEL PUROLATOR FILTERS,1,2,United States Of America,MANNHUMMEL PUROLATOR FILTERS,False
MANNINGTON WOOD FLOORS,1,2,United States Of America,MANNINGTON WOOD FLOORS,False
MANNS TOOL SPECIALTIES,1,1,United States Of America,MANNS TOOL SPECIALTIES,False
MANROLAND SHEETFED,1,2,Germany,MANROLAND SHEETFED,False
MANSFIELD SCREW MACHINE,1,1,United States Of America,MANSFIELD SCREW MACHINE,False
MANSFIELD SERVICE PARTNERS,1,2,United States Of America,MANSFIELD SERVICE PARTNERS,False
MANTEC ENG,1,2,United Kingdom,MANTEC ENG,False
MANTENIMENT DE FONERIA,1,2,Spain,MANTENIMENT DE FONERIA,False
MANTENIMIENTO INTEGRAL ZORMENSL,1,2,Spain,MANTENIMIENTO INTEGRAL ZORMENSL,False
MANTYCH METALWORKING,1,1,United States Of America,MANTYCH METALWORKING,False
MANTZ AUTOMATION INC,1,1,United States Of America,MANTZ AUTOMATION,True
MANUEL GALLEGO PARRA MGRECAMBIOS,1,2,Spain,MANUEL GALLEGO PARRA MGRECAMBIOS,False
MANUEL GOMEZ LLOREDA,1,1,Spain,MANUEL GOMEZ LLOREDA,False
MANUEL LIMA MAHUGO,1,2,Spain,MANUEL LIMA MAHUGO,False
MANUFACTURAS GES,1,1,Spain,MANUFACTURAS GES,False
MANUFACTURAS ZAPALINAME,1,1,Mexico,MANUFACTURAS ZAPALINAME,False
MANUFACTURERS ALLIANCE,1,2,United States Of America,MANUFACTURERS ALLIANCE,False
MANUFACTURING FIRST BUILDING MF1B,1,2,England,MANUFACTURING FIRST BUILDING MF1B,False
MANUFACTURING SALES,1,2,Canada,MANUFACTURING SALES,False
MANUFACTURING SERVICES,1,2,United States Of America,MANUFACTURING SERVICES,False
MANUFACTURING SYSTEMS,1,2,United States Of America,MANUFACTURING SYSTEMS,False
MANUFACTURING TECHNOLOGIES INC,1,2,United States Of America,MANUFACTURING TECHNOLOGIES,True
MANUFLEX,1,1,Australia,MANUFLEX,False
MANULI,1,1,Italy,MANULI,False
MAPA MAKINA PARCALARI,1,2,Turkey,MAPA MAKINA PARCALARI,False
MAQ Y UTILLAJE PARA EL AUTOM SLMAQUIAUTO,1,2,Spain,MAQ Y UTILLAJE PARA EL AUTOM SLMAQUIAUTO,False
MAQIM,1,2,Mexico,MAQIM,False
MAQUINA CENTERSA,1,2,Spain,MAQUINA CENTERSA,False
MAQUINARIA JAURTENECHE,1,1,Spain,MAQUINARIA JAURTENECHE,False
MAQUINAS PNEUMATICAS ROTATIVAS,1,1,Spain,MAQUINAS PNEUMATICAS ROTATIVAS,False
MAQUISUR,1,1,Argentina,MAQUISUR,False
MAR FORWARDING,1,2,United States Of America,MAR FORWARDING,False
MARADYNE CORPORATION,1,2,United States Of America,MARADYNE,True
MARC Machine Works Inc,1,2,United States Of America,MARC MACHINE WORKS,True
MARCEL BASTARD,1,1,France,MARCEL BASTARD,False
MARCEL ET FILS DISTRIBUTION,1,2,Canada,MARCEL ET FILS DISTRIBUTION,False
MARCELINO ANTUNEZ LANCHAS,1,3,Spain,MARCELINO ANTUNEZ LANCHAS,False
MARCELINO BURGUETE AZCARATE,1,2,Spain,MARCELINO BURGUETE AZCARATE,False
MARCELO,1,2,Brazil,MARCELO,False
MARCHEM AUSTRALASIA,1,2,Australia,MARCHEM AUSTRALASIA,False
MARCO NAGEL (FOC) - ERWIN JUNKER,1,1,,MARCO NAGEL FOC ERWIN JUNKER,True
MARCO NAGEL HOME NO CHARGES,1,1,Germany,MARCO NAGEL HOME NO CHARGES,False
MARCONI,1,5,Italy,MARCONI,False
MARCOPOL,1,1,Poland,MARCOPOL,False
MARELLI MOTORI SPA,1,2,Italy,MARELLI MOTORI,True
MARENTETTE SERVICES,1,5,Canada,MARENTETTE SERVICES,False
MARES,1,2,Italy,MARES,False
MAREX TECHNOLOGY,1,2,Poland,MAREX TECHNOLOGY,False
MARGET ENGINEERING,1,2,Australia,MARGET ENGINEERING,False
MARIA KARINA PACHECO FLORES,1,1,Mexico,MARIA KARINA PACHECO FLORES,False
MARIANO EGUZKIAGUIRRE M5 OLEOHIDRAULIC,1,2,Spain,MARIANO EGUZKIAGUIRRE M5 OLEOHIDRAULIC,False
MARIANO GRACIA GONZALEZ,1,2,Spain,MARIANO GRACIA GONZALEZ,False
MARIN MUGAIRE,1,2,Spain,MARIN MUGAIRE,False
MARINA CAMARGO PERES,1,2,Brazil,MARINA CAMARGO PERES,False
MARINE DIVING,1,3,United States Of America,MARINE DIVING,False
MARINE SHIPSTORES,1,2,,MARINE SHIPSTORES,False
MARINE TECHNIC,1,1,United States Of America,MARINE TECHNIC,False
MARION MANUFACTURING,1,2,United States Of America,MARION MANUFACTURING,False
MARITIME HYDRAULIC,1,2,Canada,MARITIME HYDRAULIC,False
MARK ANDY,1,2,United States Of America,MARK ANDY,False
MARK JOSEPH,1,2,United States Of America,MARK JOSEPH,False
MARK MULLEN,1,2,United States Of America,MARK MULLEN,False
MARK TWO ENGINEERING,1,2,United States Of America,MARK TWO ENGINEERING,False
MARK V LABORATORY,1,2,United States Of America,MARK V LABORATORY,False
MARKALOY MANUFACTURING COMPANY,1,1,United States Of America,MARKALOY MANUFACTURING,True
MARKARYDS METALLARMATUR AB,1,1,Sweden,MARKARYDS METALLARMATUR AB,False
MARKHAM HYDRAULICS,1,2,Canada,MARKHAM HYDRAULICS,False
MARKIBAR INNOVACION,1,1,Spain,MARKIBAR INNOVACION,False
MARKIN TUBING SOLUTIONS,1,2,United States Of America,MARKIN TUBING SOLUTIONS,False
MARKULAN SEMENTTIVALIMO,1,2,Croatia,MARKULAN SEMENTTIVALIMO,False
MARKWOOD FORGE,1,1,Australia,MARKWOOD FORGE,False
MARLO DEMASTERS,1,2,United States Of America,MARLO DEMASTERS,False
MARMAC SPECIALTY PRODUCTS,1,1,Canada,MARMAC SPECIALTY PRODUCTS,False
MARMC,1,3,United States Of America,MARMC,False
MARMEN ENERGY,1,2,Canada,MARMEN ENERGY,False
MARMON UTILITY,1,2,United States Of America,MARMON UTILITY,False
MAROPSA,1,2,Spain,MAROPSA,False
MARQUIP WARD UNITED,1,2,United States Of America,MARQUIP WARD UNITED,False
MARRA,1,2,Italy,MARRA,False
MARS MANUFACTURING,1,2,United States Of America,MARS MANUFACTURING,False
MARS SUPPLY,1,1,United States Of America,MARS SUPPLY,False
MARSA,1,1,Italy,MARSA,False
MARSH,1,1,Australia,MARSH,False
MARSH BELLOFRAM GROUP,1,1,United States Of America,MARSH BELLOFRAM GROUP,False
MARSH SIGORTA VE REASURANS BRO,1,1,Turkey,MARSH SIGORTA VE REASURANS BRO,False
MARSHALL JOHN,1,2,United States Of America,MARSHALL JOHN,False
MARSHALL THERMOCOUPLES,1,1,United States Of America,MARSHALL THERMOCOUPLES,False
MARSHALLTOWN,1,2,United States Of America,MARSHALLTOWN,False
MARTIN GARAGE DOOR,1,1,United States Of America,MARTIN GARAGE DOOR,False
MARTIN GOETZ,1,2,Germany,MARTIN GOETZ,False
MARTIN JOSEPH DECOLLETAGE,1,1,France,MARTIN JOSEPH DECOLLETAGE,False
MARTIN MACHINE,1,2,United States Of America,MARTIN MACHINE,False
MARTIN MARIEZC,1,2,Spain,MARTIN MARIEZC,False
MARTIN MITTIG,1,2,France,MARTIN MITTIG,False
MARTIN PROFESSIONAL,1,2,Denmark,MARTIN PROFESSIONAL,False
MARTIN SALES INC,1,2,United States Of America,MARTIN SALES,True
MARTINELLI SERGIO,1,2,Italy,MARTINELLI SERGIO,False
MARTINEZ AND TUREK,1,2,United States Of America,MARTINEZ AND TUREK,False
MARTINLONGO,1,2,Italy,MARTINLONGO,False
MARTINREA INTERNATIONAL,1,2,Canada,MARTINREA INTERNATIONAL,False
MARTROW TECHNICAL PRODUCTS LLC,1,2,United States Of America,MARTROW TECHNICAL PRODUCTS,True
MARVEL ENGINEERS AND TRADERS ,1,4,India,MARVEL ENGINEERS AND TRADERS,True
MARVEL FILTERS,1,1,United States Of America,MARVEL FILTERS,False
MARVIC,1,2,Italy,MARVIC,False
MARVIN,1,2,United States Of America,MARVIN,False
MARWOOD METAL FABRICATION,1,2,Canada,MARWOOD METAL FABRICATION,False
MARWOOD METAL FABRICATION PLANT 1,1,1,Canada,MARWOOD METAL FABRICATION PLANT 1,False
MARWOOD METAL FABRICATION PLANT 2,1,2,Canada,MARWOOD METAL FABRICATION PLANT 2,False
MARWOOD METAL FABRICATION PLANT 5,1,1,Canada,MARWOOD METAL FABRICATION PLANT 5,False
MARYLAND CORRECTIONAL ENT,1,1,United States Of America,MARYLAND CORRECTIONAL ENT,False
MARYLAND PAINT AND DECORATING LLC,1,2,United States Of America,MARYLAND PAINT AND DECORATING,True
MAS TEC SRL,1,2,Italy,MAS TEC,True
MASA MWI ALMACEN,1,1,Spain,MASA MWI ALMACEN,False
MASATOSHI MACHINERY,1,2,Taiwan,MASATOSHI MACHINERY,False
MASCAT,1,1,,MASCAT,False
MASCHINENBAU HAMMINKELN UG,1,1,Germany,MASCHINENBAU HAMMINKELN UG,False
MASCHINENBAU LIENENBRUGGER,1,1,Germany,MASCHINENBAU LIENENBRUGGER,False
MASCHINENFABRIK GUIDO,1,1,Germany,MASCHINENFABRIK GUIDO,False
MASCOT ENGINEERING GROUP,1,2,Australia,MASCOT ENGINEERING GROUP,False
MASECO,1,3,Sweden,MASECO,False
MASER ENGINEERING,1,2,France,MASER ENGINEERING,False
MASER ENGINEERING (CHEZ SAFRAN HE),1,1,,MASER ENGINEERING CHEZ SAFRAN HE,True
MASQUELACK,1,2,Germany,MASQUELACK,False
MASS PRECISION,1,2,United States Of America,MASS PRECISION,False
MASS PRECISION INC,1,2,United States Of America,MASS PRECISION,True
MASSARO BRUNO,1,2,Italy,MASSARO BRUNO,False
MASTER CRAFT ENGINEERING,1,2,United States Of America,MASTER CRAFT ENGINEERING,False
MASTER DIE CASTING,1,1,Poland,MASTER DIE CASTING,False
MASTER FLUID SOLUTIONS WDG GMBH,1,1,Germany,MASTER FLUID SOLUTIONS WDG,True
MASTER HALCO,1,2,Canada,MASTER HALCO,False
MASTER MACHINING,1,2,United States Of America,MASTER MACHINING,False
MASTER PNEUMATIC,1,2,United States Of America,MASTER PNEUMATIC,False
MASTER PRECISION MACHINE,1,1,United States Of America,MASTER PRECISION MACHINE,False
MASTER PRECISION MOLD TECHNOLOGY,1,2,United States Of America,MASTER PRECISION MOLD TECHNOLOGY,False
MASTER RESEARCH AND MANUFACTURING,1,2,United States Of America,MASTER RESEARCH AND MANUFACTURING,False
MASTER STAMPING,1,3,United States Of America,MASTER STAMPING,False
MASTERDRIVE INC,1,1,United States Of America,MASTERDRIVE,True
MASTERGRIND EDM II,1,1,United States Of America,MASTERGRIND EDM II,False
MASTERMET,1,2,Poland,MASTERMET,False
MASTROTTO MECCANICA,1,2,Italy,MASTROTTO MECCANICA,False
MASUDA SEKIYU,1,2,Japan,MASUDA SEKIYU,False
MASZYNY S C PROJEKTOWANIE I WYTWARZANIE,1,2,Poland,MASZYNY S C PROJEKTOWANIE I WYTWARZANIE,False
MAT FOUNDRIES EUROPE,1,2,Germany,MAT FOUNDRIES EUROPE,False
MAT INDUSTRIES,1,2,United States Of America,MAT INDUSTRIES,False
MATADRIA CARGO DOO,1,2,Croatia,MATADRIA CARGO DOO,False
MATCHLESS MACHINE,1,2,United States Of America,MATCHLESS MACHINE,False
MATCHLESS METAL POLISH,1,2,United States Of America,MATCHLESS METAL POLISH,False
MATCOR METAL FABRICATION,1,3,Canada,MATCOR METAL FABRICATION,False
MATEC,1,2,Japan,MATEC,False
MATENAER,1,4,United States Of America,MATENAER,False
MATER PRODUCTS,1,2,United States Of America,MATER PRODUCTS,False
MATERIAL FERROVIARIO SA,1,2,Argentina,MATERIAL FERROVIARIO,True
MATERIAL HANDLING TECHNOLOGIES,1,1,United States Of America,MATERIAL HANDLING TECHNOLOGIES,False
MATERIAL SERVICES,1,1,Australia,MATERIAL SERVICES,False
MATERIAL SERVICES WELSHPOOL,1,1,,MATERIAL SERVICES WELSHPOOL,False
MATHELON,1,1,France,MATHELON,False
MATHERNE INSTRUMENTATION,1,1,United States Of America,MATHERNE INSTRUMENTATION,False
MATHESON GAS PRODUCTS,1,2,United States Of America,MATHESON GAS PRODUCTS,False
MATICAIR,1,2,Canada,MATICAIR,False
MATIKON,1,1,Germany,MATIKON,False
MATLAB INC,1,1,United States Of America,MATLAB,True
MATPOL METAL ROOF MFG,1,2,Canada,MATPOL METAL ROOF MFG,False
MATRICERIA ARGENTINA,1,1,Argentina,MATRICERIA ARGENTINA,False
MATRICERIA DEUSTO,1,1,Spain,MATRICERIA DEUSTO,False
MATRICERIA LAM MASA,1,1,Spain,MATRICERIA LAM MASA,False
MATRICI S COOPS,1,1,Spain,MATRICI S COOPS,False
MATRITECH,1,4,Canada,MATRITECH,False
MATRIX DRILLING PRODUCTS,1,2,United States Of America,MATRIX DRILLING PRODUCTS,False
MATSUKI,1,1,Japan,MATSUKI,False
MATTHEW AND SON ENGINEERING,1,1,,MATTHEW AND SON ENGINEERING,False
MATTHEWS LUBRICANTS,1,2,United States Of America,MATTHEWS LUBRICANTS,False
MATTHEWS LUBRICANTS CLK WAREH,1,2,United States Of America,MATTHEWS LUBRICANTS CLK WAREH,False
MATTSA,1,1,Mexico,MATTSA,False
MATTSON TECHNOLOGY,1,1,United States Of America,MATTSON TECHNOLOGY,False
MAUL KONSTRUKTIONEN GMBH,1,1,,MAUL KONSTRUKTIONEN,True
MAUMEE ASSEMBLY AND STAMPING,1,1,United States Of America,MAUMEE ASSEMBLY AND STAMPING,False
MAUN INDUSTRIES,1,2,United Kingdom,MAUN INDUSTRIES,False
MAURICE DESCOMBES,1,2,France,MAURICE DESCOMBES,False
MAUSA,1,2,Brazil,MAUSA,False
MAUSER,1,2,Germany,MAUSER,False
MAVAL INDUSTRIES,1,2,United States Of America,MAVAL INDUSTRIES,False
MAVITA,1,1,Italy,MAVITA,False
MAWI,1,2,Germany,MAWI,False
MAX DEL,1,1,,MAX DEL,False
MAX-AIR,1,1,,MAX AIR,True
MAXAIR,1,2,United States Of America,MAXAIR,False
MAXAM,1,2,Spain,MAXAM,False
MAXICLIP,1,2,Brazil,MAXICLIP,False
MAXIM PIPETTE SERVICE,1,2,United States Of America,MAXIM PIPETTE SERVICE,False
MAXINKO NABARI PLANT,1,2,Japan,MAXINKO NABARI PLANT,False
MAXITALIA,1,5,Italy,MAXITALIA,False
MAYER INDUSTRIES,1,2,United States Of America,MAYER INDUSTRIES,False
MAYERI INDUSTRIES,1,2,United States Of America,MAYERI INDUSTRIES,False
MAYES POWDER COATING LLC,1,2,United States Of America,MAYES POWDER COATING,True
MAYFRAN,1,2,United States Of America,MAYFRAN,False
MAYHEW BESTWAY LLC,1,5,United States Of America,MAYHEW BESTWAY,True
MAYHEW STEEL PRODUCTS,1,2,United States Of America,MAYHEW STEEL PRODUCTS,False
MAYS SHEDD SALES,1,1,United States Of America,MAYS SHEDD SALES,False
MAYSTEEL,1,2,United States Of America,MAYSTEEL,False
MAYSTEEL CORPORATION,1,2,United States Of America,MAYSTEEL,True
MAYTEC AUSTRALIA,1,1,Australia,MAYTEC AUSTRALIA,False
MAYTEC ROSEHILL,1,1,,MAYTEC ROSEHILL,False
MAZZANTI,1,1,Italy,MAZZANTI,False
MAZZER,1,2,Italy,MAZZER,False
MB 222 PROJEKTAI,1,1,Lithuania,MB 222 PROJEKTAI,False
MB ENGINEERING 2012,1,2,United Kingdom,MB ENGINEERING 2012,False
MBF ALUMINIUM,1,1,Malaysia,MBF ALUMINIUM,False
MBI B V,1,2,Netherlands,MBI B V,False
MBL,1,2,United States Of America,MBL,False
MBS NV,1,2,Belgium,MBS,True
MBSE STEINWARZ GMBH,1,1,Germany,MBSE STEINWARZ,True
MC MIETH MANUFACTURING,1,2,United States Of America,MC MIETH MANUFACTURING,False
MC Machinery Systems Canada,1,2,Canada,MC MACHINERY SYSTEMS CANADA,False
MC3 MANUFACTURING,1,1,Canada,MC3 MANUFACTURING,False
MCA FABRICATION,1,4,United States Of America,MCA FABRICATION,False
MCADOO MACHINE COMPANY,1,2,United States Of America,MCADOO MACHINE,True
MCC INTERNATIONAL,1,1,United States Of America,MCC INTERNATIONAL,False
MCC International Inc,1,1,United States Of America,MCC INTERNATIONAL,True
MCCAIN FOODS,1,2,United States Of America,MCCAIN FOODS,False
MCCORMICK AND COMPANY,1,2,United States Of America,MCCORMICK AND,True
MCCULLOUGH MACHINE,1,1,United States Of America,MCCULLOUGH MACHINE,False
MCCULLUM TOWYN,1,2,United States Of America,MCCULLUM TOWYN,False
MCDANIEL HUGH,1,2,United States Of America,MCDANIEL HUGH,False
MCDOWELL CRAIG,1,2,United States Of America,MCDOWELL CRAIG,False
MCDOWELL MACHINE,1,1,United States Of America,MCDOWELL MACHINE,False
MCELROY METAL INC SAVANNAH,1,2,United States Of America,MCELROY METAL SAVANNAH,True
MCG STAMPING,1,1,Spain,MCG STAMPING,False
MCGEE INDUSTRIES,1,2,United States Of America,MCGEE INDUSTRIES,False
MCGUIRE NUCLEAR STATION,1,2,United States Of America,MCGUIRE NUCLEAR STATION,False
MCKECHNIE IRON FOUNDRY,1,1,,MCKECHNIE IRON FOUNDRY,False
MCKENCHIE IRON FOUNDRY,1,2,Australia,MCKENCHIE IRON FOUNDRY,False
MCKINLEY MACHINE,1,1,United States Of America,MCKINLEY MACHINE,False
MCLANE MANUFACTURING,1,1,United States Of America,MCLANE MANUFACTURING,False
MCM SULMIG INDCOMMAQEQUIPL,1,2,Brazil,MCM SULMIG INDCOMMAQEQUIPL,False
MCMAVERICK INCAPEX SOLUTIONS,1,1,United States Of America,MCMAVERICK INCAPEX SOLUTIONS,False
MCMILLAN ENGINEERING,1,1,Australia,MCMILLAN ENGINEERING,False
MCNAUGHTONMCKAY,1,2,United States Of America,MCNAUGHTONMCKAY,False
MCPHERSON COMPANIES,1,1,United States Of America,MCPHERSON COMPANIES,False
MCQUILLEN MANUFACTURING,1,2,United States Of America,MCQUILLEN MANUFACTURING,False
MCQUILLEN MFG,1,2,United States Of America,MCQUILLEN MFG,False
MCR Engineering (COD),1,1,,MCR ENGINEERING COD,True
MCS MACHINE TOOL,1,2,United States Of America,MCS MACHINE TOOL,False
MCS MACHINING,1,2,United States Of America,MCS MACHINING,False
MCS TEORANTA,1,2,Ireland,MCS TEORANTA,False
MCSWAIN METAL FABRICATION INC,1,1,United States Of America,MCSWAIN METAL FABRICATION,True
MCT ADEL FLUIDS SPRINT GREENFIELDS,1,2,,MCT ADEL FLUIDS SPRINT GREENFIELDS,False
MCT CARE OF FREIGHT ASSIST QLD,1,2,,MCT CARE OF FREIGHT ASSIST QLD,False
MCT TRADATE VA,1,2,Italy,MCT TRADATE VA,False
MCT WA WAREHOUSE,1,1,,MCT WA WAREHOUSE,False
MD MACHINE,1,1,United States Of America,MD MACHINE,False
MD Machining,1,2,,MD MACHINING,False
MD TRADING COMPANY,1,2,India,MD TRADING,True
MDA Corporation,1,1,Canada,MDA,True
MDF THOMAS FRIEBE,1,2,Germany,MDF THOMAS FRIEBE,False
MDL EUROPE,1,1,France,MDL EUROPE,False
MDL RODIS,1,1,France,MDL RODIS,False
MDM,1,2,Mexico,MDM,False
MDP,1,1,France,MDP,False
MEA GMBH,1,2,Germany,MEA,True
MEADOW BROADMEADOW,1,2,,MEADOW BROADMEADOW,False
MEADOW CREEK WELDING LLC,1,2,United States Of America,MEADOW CREEK WELDING,True
MEADOW INDUSTRIES,1,1,Australia,MEADOW INDUSTRIES,False
MEADOWBROOK MACHINE AND TOOL,1,2,United States Of America,MEADOWBROOK MACHINE AND TOOL,False
MEADOWS INSTRUMENTATION,1,2,United States Of America,MEADOWS INSTRUMENTATION,False
MEADVILLE FORGING,1,1,United States Of America,MEADVILLE FORGING,False
MEB SMEDIE AND OVERFLADEBEHANDLING,1,2,Denmark,MEB SMEDIE AND OVERFLADEBEHANDLING,False
MEBIN STOLARSTWO IMPORTEKSPORT ANDRZEJ BINKOWSKI,1,2,Poland,MEBIN STOLARSTWO IMPORTEKSPORT ANDRZEJ BINKOWSKI,False
MEBLE MARZENIE,1,2,Poland,MEBLE MARZENIE,False
MEC BONFANTI,1,2,Brazil,MEC BONFANTI,False
MEC FORME SNC,1,2,Italy,MEC FORME SNC,False
MEC LINE MATERA,1,5,Italy,MEC LINE MATERA,False
MEC LINHARES,1,2,Brazil,MEC LINHARES,False
MECA PRODUCTION,1,2,France,MECA PRODUCTION,False
MECA SOLED,1,2,France,MECA SOLED,False
MECAANDSERVICES,1,2,France,MECAANDSERVICES,False
MECACHROME,1,1,,MECACHROME,False
MECAD SAVOIE INDUSTRIE,1,1,France,MECAD SAVOIE INDUSTRIE,False
MECADERSL,1,2,Spain,MECADERSL,False
MECAGEM CALDES,1,1,Spain,MECAGEM CALDES,False
MECALAC IS MAK,1,4,Turkey,MECALAC IS MAK,False
MECALEMA,1,1,Spain,MECALEMA,False
MECALUX CORNELLÀ,1,1,Netherlands,MECALUX CORNELLA,True
MECALUX SA,1,2,Spain,MECALUX,True
MECANIC SUD,1,1,France,MECANIC SUD,False
MECANICA CAIRO,1,1,Spain,MECANICA CAIRO,False
MECANICA KOPSA SL,1,2,China,MECANICA KOPSA SL,False
MECANIFRAN,1,2,Spain,MECANIFRAN,False
MECANIQUE CNC,1,2,Canada,MECANIQUE CNC,False
MECANIZACIONES SAN MIGUEL,1,1,Spain,MECANIZACIONES SAN MIGUEL,False
MECANIZACIONES Y FABRICACIONES,1,3,Spain,MECANIZACIONES Y FABRICACIONES,False
MECANIZADOS ATC,1,2,Spain,MECANIZADOS ATC,False
MECANIZADOS BIDASOA,1,2,Spain,MECANIZADOS BIDASOA,False
MECANIZADOS INDAZSL,1,2,Spain,MECANIZADOS INDAZSL,False
MECANIZADOS LAMI,1,1,Spain,MECANIZADOS LAMI,False
MECANIZADOS LERUN,1,1,Spain,MECANIZADOS LERUN,False
MECANIZADOS MANDRINADOS DE PRECISION,1,2,Spain,MECANIZADOS MANDRINADOS DE PRECISION,False
MECANIZADOS MANDRINADOS MANCISIDOR,1,1,Spain,MECANIZADOS MANDRINADOS MANCISIDOR,False
MECANIZADOS MEFERSL,1,2,Spain,MECANIZADOS MEFERSL,False
MECANIZADOS NEDASA,1,2,Spain,MECANIZADOS NEDASA,False
MECANIZADOS SARATXO SA,1,2,Spain,MECANIZADOS SARATXO,True
MECANIZADOS TECNICOS ELKARTESL,1,1,Spain,MECANIZADOS TECNICOS ELKARTESL,False
MECANIZADOS TER SL,1,2,Spain,MECANIZADOS TER SL,False
MECANIZADOS UGARZA,1,2,Spain,MECANIZADOS UGARZA,False
MECANIZADOS VEMAR,1,2,Spain,MECANIZADOS VEMAR,False
MECANIZADOS Y MONTAJES SIOR,1,1,Spain,MECANIZADOS Y MONTAJES SIOR,False
MECANIZADOS ZAIDA,1,2,Spain,MECANIZADOS ZAIDA,False
MECANOB,1,2,France,MECANOB,False
MECANYPRES,1,2,Spain,MECANYPRES,False
MECAPAL,1,2,Spain,MECAPAL,False
MECAPREC SL,1,2,Spain,MECAPREC SL,False
MECC DI PRECISIONE BIASI,1,1,Italy,MECC DI PRECISIONE BIASI,False
MECC GUAITOLINI,1,4,Italy,MECC GUAITOLINI,False
MECCANICA CT,1,2,Italy,MECCANICA CT,False
MECCANICA DI PRECISIONE EPIS,1,2,Italy,MECCANICA DI PRECISIONE EPIS,False
MECCANICA JOLLY STAMPI,1,2,Italy,MECCANICA JOLLY STAMPI,False
MECCANICA TRIVISONNO,1,2,Italy,MECCANICA TRIVISONNO,False
MECCANICARTI,1,1,Italy,MECCANICARTI,False
MECCANICHE MORANDI SRL,1,2,Italy,MECCANICHE MORANDI,True
MECCATUS,1,2,Brazil,MECCATUS,False
MECGAR SRL,1,2,Italy,MECGAR,True
MECHANICAL ENGINERING,1,3,Australia,MECHANICAL ENGINERING,False
MECHAPLAS CO,1,1,Thailand,MECHAPLAS,True
MECHON ENGINEERING,1,2,Malaysia,MECHON ENGINEERING,False
MECHTRIX,1,2,United States Of America,MECHTRIX,False
MECHTRON INNOVATIONS,1,2,Canada,MECHTRON INNOVATIONS,False
MECLASA TERMIC,1,1,Spain,MECLASA TERMIC,False
MECON,1,2,Italy,MECON,False
MECPRES,1,2,Brazil,MECPRES,False
MECTEC,1,3,Sweden,MECTEC,False
MEDGAL,1,2,Poland,MEDGAL,False
MEDIAEFEKT,1,1,Czech Republic,MEDIAEFEKT,False
MEDICAL DATA INFORMATION SERVICES,1,1,United States Of America,MEDICAL DATA INFORMATION SERVICES,False
MEDICAL DEVICE SERVCE,1,2,United States Of America,MEDICAL DEVICE SERVCE,False
MEDIN,1,2,Czech Republic,MEDIN,False
MEDTRONIC INC,1,2,United States Of America,MEDTRONIC,True
MEDTRONIC MEMPHIS SWINNEA B,1,1,United States Of America,MEDTRONIC MEMPHIS SWINNEA B,False
